type,fixed acidity,citric acid,residual sugar,free sulfur dioxide,total sulfur dioxide,density,volatile acidity,chlorides,sulphates,pH,alcohol,quality_label
white,7.2,0.41,1.6,24.0,126.0,0.99228,0.17,0.052,0.49,3.19,10.8,0
white,6.7,0.39,1.0,14.0,71.0,0.98912,0.19,0.032,0.38,3.31,13.0,1
white,6.0,0.47,10.6,69.0,148.0,0.9958,0.11,0.052,0.34,2.91,9.3,0
white,6.0,0.34,2.0,63.0,123.0,0.99052,0.21,0.042,0.42,3.44,11.4,1
white,6.6,0.46,6.2,42.0,241.0,0.9968,0.4,0.056,0.6,3.5,9.9,0
white,6.5,0.24,9.2,25.0,150.0,0.99502,0.2,0.044,0.44,3.22,10.5,0
white,7.6,0.34,5.0,18.0,56.0,0.99084,0.27,0.04,0.48,3.06,12.4,1
white,7.2,0.4,6.3,52.0,172.0,0.99573,0.26,0.047,0.53,3.18,9.5,1
white,6.3,0.22,3.3,41.0,161.0,0.99256,0.25,0.048,0.5,3.16,10.5,1
white,6.5,0.45,8.0,52.0,196.0,0.9959,0.22,0.053,0.48,3.23,9.1,1
white,6.4,0.31,1.2,53.0,138.0,0.99084,0.14,0.034,0.35,3.38,11.5,1
white,6.4,0.31,1.2,53.0,138.0,0.99084,0.14,0.034,0.35,3.38,11.5,1
white,7.1,0.32,16.2,31.0,170.0,0.99644,0.26,0.044,0.37,3.17,11.2,0
white,6.6,0.34,11.6,59.0,140.0,0.99526,0.22,0.05,0.4,3.22,10.8,0
white,6.6,0.43,7.2,31.0,186.0,0.9954,0.45,0.064,0.44,3.12,9.4,0
white,6.6,0.3,1.1,13.0,73.0,0.99095,0.17,0.031,0.58,3.17,11.0,1
white,7.2,0.28,3.4,22.0,112.0,0.99188,0.44,0.048,0.37,3.21,11.3,1
white,6.2,0.27,1.4,51.0,117.0,0.9909,0.15,0.041,0.38,3.28,11.2,1
white,6.3,0.22,3.3,41.0,161.0,0.99256,0.25,0.048,0.5,3.16,10.5,1
white,6.5,0.45,8.0,52.0,196.0,0.9959,0.22,0.053,0.48,3.23,9.1,1
white,7.3,0.3,9.3,35.0,154.0,0.99581,0.26,0.05,0.5,3.21,10.4,1
white,6.9,0.29,2.3,14.0,82.0,0.99132,0.15,0.033,0.58,3.1,11.2,1
white,5.8,0.29,0.9,34.0,89.0,0.98936,0.22,0.034,0.36,3.14,11.1,1
white,6.5,0.33,3.5,23.0,92.0,0.99136,0.37,0.036,0.38,3.18,11.2,1
white,5.5,0.38,1.7,17.0,98.0,0.99142,0.375,0.036,0.39,3.29,10.5,1
white,5.9,0.4,1.3,23.0,92.0,0.99232,0.2,0.047,0.45,3.2,10.0,1
white,5.9,0.38,1.3,24.0,90.0,0.99232,0.22,0.046,0.47,3.2,10.0,1
white,8.0,0.31,5.6,24.0,97.0,0.993,0.22,0.049,0.42,3.1,10.9,0
white,6.5,0.29,7.4,16.0,87.0,0.99311,0.22,0.028,0.56,3.15,10.9,1
white,6.9,0.29,2.3,14.0,82.0,0.99132,0.15,0.033,0.58,3.1,11.2,1
white,5.8,0.34,1.0,40.0,86.0,0.98993,0.2,0.035,0.42,3.5,11.7,0
white,6.6,0.07,1.5,55.0,144.0,0.99208,0.31,0.033,0.42,3.16,10.0,0
white,7.7,0.37,10.0,22.0,210.0,0.99776,0.43,0.169,0.64,3.02,9.5,0
white,6.7,0.29,14.9,55.0,136.0,0.99839,0.24,0.053,0.52,3.03,9.0,0
white,7.3,0.34,9.3,19.0,86.0,0.99574,0.23,0.052,0.56,3.04,10.0,0
white,7.9,0.39,1.0,37.0,154.0,0.99093,0.2,0.041,0.43,3.08,11.9,0
white,5.3,0.39,1.0,40.0,101.0,0.99156,0.16,0.028,0.59,3.57,10.6,1
white,6.4,0.28,5.9,29.0,101.0,0.99278,0.21,0.047,0.4,3.15,11.0,1
white,6.9,0.26,5.0,46.0,143.0,0.9924,0.33,0.027,0.43,3.25,11.2,1
white,5.6,0.58,1.25,29.0,129.0,0.98984,0.18,0.034,0.6,3.51,12.0,1
white,6.6,0.31,3.9,39.0,96.0,0.99035,0.29,0.027,0.6,3.24,12.6,2
white,6.9,0.26,5.0,46.0,143.0,0.9924,0.33,0.027,0.43,3.25,11.2,1
white,6.6,0.36,0.8,48.0,113.0,0.99165,0.21,0.034,0.68,3.24,10.5,1
white,7.3,0.33,1.0,66.0,144.0,0.9923,0.21,0.037,0.52,3.11,10.2,1
white,6.4,0.28,5.9,29.0,101.0,0.99278,0.21,0.047,0.4,3.15,11.0,1
white,5.1,0.32,1.6,12.0,90.0,0.99008,0.11,0.028,0.52,3.57,12.2,1
white,6.5,0.32,1.3,19.0,76.0,0.98964,0.15,0.036,0.41,3.18,12.3,1
white,5.3,0.39,1.0,40.0,101.0,0.99156,0.16,0.028,0.59,3.57,10.6,1
white,5.6,0.46,1.1,33.0,115.0,0.9909,0.19,0.032,0.5,3.36,10.4,1
white,5.6,0.58,1.25,29.0,129.0,0.98984,0.18,0.034,0.6,3.51,12.0,1
white,6.7,0.32,1.4,22.0,121.0,0.9889,0.48,0.021,0.53,3.15,12.7,1
white,6.2,0.23,1.2,18.0,128.0,0.99178,0.23,0.018,0.28,3.05,10.6,0
white,6.0,0.29,5.0,25.0,108.0,0.99076,0.17,0.028,0.34,3.14,12.3,1
white,6.7,0.32,1.4,22.0,121.0,0.9889,0.48,0.021,0.53,3.15,12.7,1
white,6.7,0.38,1.7,20.0,84.0,0.99046,0.15,0.037,0.53,3.09,11.4,1
white,4.2,0.36,1.8,93.0,161.0,0.98999,0.17,0.029,0.89,3.65,12.0,1
white,5.8,0.32,1.6,38.0,95.0,0.98946,0.21,0.045,0.94,3.23,12.4,2
white,5.4,0.36,1.5,74.0,121.0,0.98976,0.23,0.03,0.99,3.24,12.1,1
white,6.7,0.38,1.7,20.0,84.0,0.99046,0.15,0.037,0.53,3.09,11.4,1
white,6.4,0.31,13.9,57.0,135.0,0.99672,0.22,0.04,0.38,3.21,10.7,0
white,6.5,0.55,5.9,75.0,162.0,0.99482,0.15,0.045,0.4,2.97,9.3,0
white,5.9,0.33,2.1,35.0,138.0,0.98945,0.32,0.027,0.42,3.37,12.7,1
white,5.7,0.3,1.1,24.0,88.0,0.98883,0.37,0.029,0.39,3.18,11.7,1
white,7.9,0.35,6.7,22.0,64.0,0.99362,0.25,0.039,0.49,2.93,10.7,0
white,7.2,0.28,2.7,38.0,94.0,0.99075,0.21,0.033,0.43,2.99,11.8,1
white,7.0,0.3,6.7,37.0,125.0,0.99436,0.24,0.039,0.39,3.2,9.9,0
white,6.8,0.33,3.95,16.0,81.0,0.98988,0.475,0.047,0.53,3.23,13.4,1
white,7.0,0.32,7.75,30.0,114.0,0.99158,0.28,0.032,0.64,3.12,12.8,1
white,6.9,0.3,10.6,24.0,87.0,0.99265,0.4,0.033,0.45,3.15,12.8,1
white,6.6,0.31,1.6,18.0,101.0,0.99195,0.41,0.042,0.41,3.13,10.5,0
white,6.4,0.28,2.5,24.0,84.0,0.99168,0.2,0.032,0.55,3.31,11.5,0
white,8.5,0.34,0.7,5.0,25.0,0.9918,0.22,0.04,0.37,3.04,10.5,0
white,8.4,0.36,11.1,21.0,132.0,0.99313,0.36,0.032,0.39,2.95,13.0,1
white,5.2,0.29,5.15,64.0,138.0,0.9895,0.285,0.035,0.34,3.19,12.4,2
white,6.9,0.3,4.7,40.0,148.0,0.9932,0.2,0.041,0.35,3.16,10.2,1
white,6.7,0.46,9.7,67.0,234.0,0.99848,0.42,0.054,0.5,3.23,9.0,0
white,6.2,0.34,1.7,85.0,153.0,0.9909,0.16,0.038,0.86,3.33,12.0,1
white,6.4,0.26,2.0,20.0,180.0,0.9952,0.44,0.054,0.57,3.58,10.0,0
white,7.0,0.39,7.5,42.0,218.0,0.99652,0.31,0.055,0.54,3.37,10.3,0
white,6.7,0.46,9.7,67.0,234.0,0.99848,0.42,0.054,0.5,3.23,9.0,0
white,8.6,0.28,0.8,25.0,78.0,0.99104,0.18,0.032,0.38,2.99,11.1,0
white,6.2,0.26,13.1,59.0,150.0,0.99772,0.21,0.05,0.46,3.31,9.0,0
white,6.1,0.37,1.1,37.0,97.0,0.9922,0.16,0.031,0.58,3.4,10.5,1
white,6.5,0.32,2.2,36.0,92.0,0.99076,0.22,0.028,0.59,3.27,11.9,1
white,5.7,0.25,1.1,26.0,81.0,0.9902,0.21,0.035,0.52,3.31,11.4,1
white,6.4,0.32,0.9,40.0,114.0,0.99114,0.25,0.034,0.58,3.31,10.8,1
white,7.6,0.26,1.7,40.0,157.0,0.9938,0.31,0.073,0.46,3.1,9.8,0
white,6.6,0.46,6.9,59.0,183.0,0.99594,0.26,0.047,0.45,3.2,9.3,0
white,5.7,0.25,1.1,26.0,81.0,0.9902,0.21,0.035,0.52,3.31,11.4,1
white,6.2,0.31,1.0,22.0,73.0,0.99035,0.2,0.031,0.52,3.24,11.3,1
white,6.2,0.3,1.0,23.0,73.0,0.99032,0.18,0.031,0.52,3.23,11.3,1
white,6.1,0.2,7.6,49.0,170.0,0.99558,0.37,0.031,0.48,3.22,9.5,0
white,6.2,0.14,8.9,38.0,155.0,0.99622,0.36,0.036,0.5,3.27,9.4,0
white,6.5,0.32,2.2,36.0,92.0,0.99076,0.22,0.028,0.59,3.27,11.9,1
white,7.7,0.3,1.2,49.0,199.0,0.99413,0.18,0.046,0.38,3.03,9.3,0
white,6.9,0.38,1.0,22.0,81.0,0.99043,0.14,0.041,0.54,3.03,11.4,1
white,6.9,0.38,1.0,22.0,81.0,0.99043,0.14,0.041,0.54,3.03,11.4,1
white,6.0,0.26,3.1,57.0,128.0,0.98982,0.44,0.053,0.39,3.22,12.7,1
white,7.1,0.4,1.95,26.0,118.0,0.98934,0.36,0.033,0.45,3.2,13.5,1
white,5.7,0.28,2.2,15.0,65.0,0.9902,0.28,0.019,0.52,3.06,11.2,1
white,6.4,0.32,8.75,38.0,118.0,0.99449,0.16,0.038,0.41,3.19,10.7,0
white,7.4,0.4,11.9,13.0,92.0,0.99629,0.28,0.032,0.46,3.01,10.8,0
white,6.7,0.31,2.7,27.0,202.0,0.9948,0.39,0.054,0.57,3.46,10.5,1
white,6.5,0.47,5.45,44.0,137.0,0.98984,0.44,0.014,0.32,3.13,13.0,2
white,6.9,0.31,6.3,41.0,131.0,0.99326,0.22,0.029,0.49,3.08,10.8,1
white,6.6,0.29,14.4,39.0,118.0,0.99834,0.22,0.046,0.5,3.05,9.1,1
white,7.7,0.3,7.8,67.0,196.0,0.99555,0.25,0.038,0.5,3.1,10.1,0
white,5.2,0.33,1.6,13.0,59.0,0.98975,0.155,0.028,0.84,3.3,11.9,2
white,7.0,0.31,9.1,45.0,140.0,0.99216,0.31,0.036,0.31,2.98,12.0,1
white,7.0,0.31,9.1,45.0,140.0,0.99216,0.31,0.036,0.31,2.98,12.0,1
white,6.6,0.29,14.4,39.0,118.0,0.99834,0.22,0.046,0.5,3.05,9.1,1
white,5.6,0.4,1.3,81.0,147.0,0.9901,0.21,0.041,0.95,3.22,11.6,2
white,5.2,0.33,1.6,13.0,59.0,0.98975,0.155,0.028,0.84,3.3,11.9,2
white,6.4,0.32,11.3,69.0,192.0,0.99573,0.25,0.038,0.5,3.14,10.2,1
white,6.9,0.31,6.3,41.0,131.0,0.99326,0.22,0.029,0.49,3.08,10.8,1
white,5.3,0.29,0.7,11.0,66.0,0.99215,0.21,0.028,0.4,3.3,9.8,0
white,7.1,0.28,1.25,3.0,89.0,0.98993,0.27,0.023,0.3,2.95,11.4,0
white,5.2,0.27,0.7,11.0,68.0,0.99218,0.17,0.03,0.41,3.3,9.8,0
white,7.7,0.3,7.8,67.0,196.0,0.99555,0.25,0.038,0.5,3.1,10.1,0
white,7.0,0.29,10.3,41.0,98.0,0.99564,0.12,0.039,0.38,3.19,9.8,2
white,7.0,0.29,10.3,41.0,98.0,0.99564,0.12,0.039,0.38,3.19,9.8,2
white,7.1,0.34,7.8,49.0,128.0,0.99397,0.29,0.036,0.4,3.21,10.7,1
white,7.2,0.3,8.7,14.0,111.0,0.99576,0.3,0.022,0.61,3.11,10.6,0
white,6.8,0.46,8.3,49.0,173.0,0.99601,0.26,0.037,0.47,3.17,9.3,0
white,7.0,0.29,10.3,41.0,98.0,0.99564,0.12,0.039,0.38,3.19,9.8,2
white,7.1,0.34,7.8,49.0,128.0,0.99397,0.29,0.036,0.4,3.21,10.7,1
white,4.9,0.31,1.2,39.0,150.0,0.98713,0.33,0.016,0.59,3.33,14.0,2
white,5.1,0.28,8.3,27.0,107.0,0.99308,0.29,0.026,0.37,3.36,11.0,1
white,5.1,0.28,8.3,27.0,107.0,0.99308,0.29,0.026,0.37,3.36,11.0,1
white,6.8,0.48,6.2,55.0,182.0,0.99582,0.26,0.049,0.45,3.21,9.4,1
white,6.0,0.52,5.0,30.0,139.0,0.99494,0.28,0.078,0.36,3.1,9.0,1
white,6.0,0.25,1.8,8.0,108.0,0.9929,0.28,0.042,0.55,3.08,9.0,0
white,7.2,0.22,1.6,17.0,101.0,0.99471,0.2,0.044,0.53,3.37,10.0,0
white,6.1,0.25,1.8,9.0,109.0,0.9929,0.27,0.041,0.54,3.08,9.0,0
white,6.0,0.25,1.8,8.0,108.0,0.9929,0.28,0.042,0.55,3.08,9.0,0
white,6.4,0.3,2.9,25.0,79.0,0.99037,0.29,0.036,0.6,3.29,12.4,1
white,7.4,0.24,6.0,28.0,123.0,0.99304,0.35,0.042,0.44,3.14,11.3,0
white,8.1,0.38,0.9,36.0,86.0,0.99026,0.12,0.034,0.55,2.8,12.0,1
white,6.4,0.3,1.1,37.0,94.0,0.98986,0.12,0.031,0.56,3.01,11.7,1
white,7.2,0.22,1.6,17.0,101.0,0.99471,0.2,0.044,0.53,3.37,10.0,0
white,7.3,0.26,5.45,26.0,90.0,0.98951,0.4,0.016,0.54,2.84,13.2,1
white,7.7,0.34,14.05,41.0,114.0,0.99634,0.11,0.04,0.59,3.07,11.0,1
white,6.9,0.41,8.0,30.0,114.0,0.99368,0.23,0.03,0.54,3.22,11.0,1
white,6.9,0.38,13.1,14.0,94.0,0.99792,0.38,0.112,0.48,3.02,9.2,0
white,7.5,0.29,4.9,38.0,113.0,0.99026,0.38,0.021,0.48,3.08,13.0,1
white,5.8,0.24,1.3,38.0,128.0,0.99362,0.19,0.044,0.6,3.77,10.6,0
white,5.5,0.26,2.2,31.0,119.0,0.98919,0.34,0.021,0.49,3.55,13.0,2
white,6.6,0.3,14.9,33.0,118.0,0.99835,0.23,0.051,0.54,3.04,9.0,1
white,6.6,0.3,14.9,33.0,118.0,0.99835,0.23,0.051,0.54,3.04,9.0,1
white,8.4,0.31,0.95,52.0,148.0,0.99038,0.31,0.021,0.32,2.93,11.5,0
white,6.7,0.3,1.4,17.0,76.0,0.99104,0.2,0.025,0.44,3.11,11.0,1
white,8.4,0.31,0.95,52.0,148.0,0.99038,0.31,0.021,0.32,2.93,11.5,0
white,7.3,0.24,1.7,10.0,112.0,0.99286,0.26,0.05,0.43,3.11,9.9,0
white,6.3,0.22,5.6,31.0,128.0,0.99296,0.22,0.039,0.46,3.12,10.4,1
white,6.6,0.3,14.9,33.0,118.0,0.99835,0.23,0.051,0.54,3.04,9.0,1
white,7.5,0.4,7.1,50.0,110.0,0.9954,0.19,0.056,0.52,3.06,9.9,1
white,8.0,0.33,1.2,71.0,162.0,0.9914,0.14,0.045,0.47,3.07,11.0,1
white,6.8,0.39,9.6,34.0,124.0,0.99286,0.32,0.026,0.35,3.18,12.1,1
white,6.6,0.2,11.4,45.0,131.0,0.99604,0.23,0.044,0.51,2.96,9.7,1
white,6.6,0.2,11.4,45.0,131.0,0.99604,0.23,0.044,0.51,2.96,9.7,1
white,6.7,0.26,7.9,39.0,123.0,0.99119,0.36,0.034,0.3,2.99,12.2,1
white,6.1,0.42,5.0,31.0,113.0,0.99007,0.38,0.016,0.31,3.15,12.4,1
white,8.5,0.28,11.1,30.0,97.0,0.99507,0.23,0.033,0.39,3.03,10.5,1
white,7.0,0.31,8.0,29.0,213.0,0.99596,0.2,0.05,0.57,3.28,10.4,1
white,6.0,0.32,3.8,48.0,180.0,0.99011,0.26,0.029,0.34,3.15,12.0,1
white,6.9,0.3,10.55,4.0,28.0,0.99184,0.3,0.037,0.32,3.07,12.7,1
white,6.7,0.28,10.2,29.0,115.0,0.99469,0.18,0.039,0.45,3.11,10.9,1
white,6.7,0.28,10.2,29.0,115.0,0.99469,0.18,0.039,0.45,3.11,10.9,1
white,6.8,0.28,9.8,29.0,113.0,0.99406,0.18,0.039,0.45,3.11,10.9,1
white,7.2,0.31,6.3,17.0,103.0,0.99305,0.19,0.034,0.52,3.15,11.4,1
white,6.2,0.32,1.1,74.0,184.0,0.99096,0.16,0.036,0.41,3.22,11.0,1
white,5.0,0.32,4.5,58.0,178.0,0.98956,0.27,0.032,0.31,3.45,12.6,1
white,6.3,0.28,6.3,45.0,152.0,0.9921,0.37,0.034,0.46,3.29,11.6,1
white,6.6,0.27,10.9,29.0,130.0,0.99496,0.2,0.038,0.44,3.11,10.5,1
white,6.8,0.28,9.8,29.0,113.0,0.99406,0.18,0.039,0.45,3.11,10.9,1
white,6.8,0.28,9.8,29.0,113.0,0.99406,0.18,0.039,0.45,3.11,10.9,1
white,6.6,0.34,0.8,42.0,119.0,0.9888,0.28,0.037,0.37,3.03,12.5,1
white,6.5,0.36,0.8,32.0,111.0,0.98942,0.35,0.034,0.5,3.11,12.1,2
white,6.9,0.33,1.2,35.0,158.0,0.99082,0.25,0.035,0.58,3.02,11.3,1
white,6.0,0.3,1.3,18.0,112.0,0.98802,0.32,0.025,0.64,3.07,13.3,1
white,6.8,0.28,9.8,29.0,113.0,0.99406,0.18,0.039,0.45,3.11,10.9,1
white,6.7,0.28,10.2,29.0,115.0,0.99469,0.18,0.039,0.45,3.11,10.9,1
white,6.6,0.27,10.9,29.0,130.0,0.99496,0.2,0.038,0.44,3.11,10.5,1
white,6.3,0.28,6.3,45.0,152.0,0.9921,0.37,0.034,0.46,3.29,11.6,1
white,7.2,0.31,6.3,17.0,103.0,0.99305,0.19,0.034,0.52,3.15,11.4,1
white,6.3,0.36,1.2,26.0,111.0,0.99074,0.18,0.034,0.51,3.16,11.0,1
white,6.9,0.36,0.9,40.0,156.0,0.98968,0.3,0.037,0.36,3.08,12.1,1
white,6.2,0.32,1.1,74.0,184.0,0.99096,0.16,0.036,0.41,3.22,11.0,1
white,5.0,0.32,4.5,58.0,178.0,0.98956,0.27,0.032,0.31,3.45,12.6,1
white,5.0,0.33,3.7,54.0,173.0,0.9887,0.3,0.03,0.3,3.36,13.0,1
white,6.5,0.5,18.1,50.0,221.0,0.99941,0.2,0.054,0.64,2.94,8.8,1
white,6.7,0.31,1.35,30.5,218.0,0.99388,0.25,0.061,0.53,3.16,9.5,0
white,6.6,0.36,5.5,30.0,105.0,0.99206,0.22,0.029,0.47,3.2,11.8,1
white,6.8,0.37,3.1,29.0,93.0,0.99035,0.25,0.026,0.45,3.14,12.2,1
white,7.0,0.37,12.85,36.0,105.0,0.99581,0.13,0.042,0.55,3.05,10.7,1
white,7.0,0.34,19.8,12.0,67.0,0.9976,0.45,0.04,0.38,3.07,11.0,1
white,7.2,0.3,8.25,14.0,104.0,0.99362,0.32,0.02,0.44,2.99,11.4,1
white,7.0,0.37,12.85,36.0,105.0,0.99581,0.13,0.042,0.55,3.05,10.7,1
white,5.9,0.3,3.8,57.0,135.0,0.99016,0.34,0.035,0.34,3.09,12.0,1
white,6.8,0.31,6.9,33.0,121.0,0.99176,0.22,0.037,0.39,3.02,11.9,2
white,7.2,0.3,8.25,14.0,104.0,0.99362,0.32,0.02,0.44,2.99,11.4,1
white,8.4,0.35,11.7,3.0,46.0,0.99439,0.32,0.029,0.34,3.02,11.8,1
white,6.8,0.29,4.6,6.0,88.0,0.99458,0.27,0.046,0.48,3.34,10.6,0
white,8.0,0.21,4.0,24.0,133.0,0.99418,0.74,0.05,0.38,3.06,9.7,0
white,7.0,0.34,19.8,12.0,67.0,0.9976,0.45,0.04,0.38,3.07,11.0,1
white,7.0,0.37,12.85,36.0,105.0,0.99581,0.13,0.042,0.55,3.05,10.7,1
white,5.4,0.29,1.2,69.0,152.0,0.99178,0.22,0.045,0.63,3.76,11.0,1
white,8.4,0.3,8.9,17.0,118.0,0.99456,0.22,0.024,0.34,2.99,10.5,1
white,7.4,0.22,11.7,44.0,150.0,0.99578,0.32,0.035,0.45,3.1,10.4,0
white,7.5,0.37,6.2,21.0,138.0,0.99546,0.18,0.05,0.55,3.2,10.5,1
white,7.1,0.29,14.8,22.0,142.0,0.99518,0.47,0.024,0.48,3.12,12.0,2
white,7.1,0.29,14.8,22.0,142.0,0.99518,0.47,0.024,0.48,3.12,12.0,2
white,5.8,0.25,10.8,33.0,124.0,0.99646,0.19,0.042,0.41,3.22,9.2,1
white,6.7,0.46,1.6,15.0,92.0,0.99264,0.14,0.036,0.49,3.37,10.9,0
white,6.8,0.38,8.3,50.0,185.0,0.99578,0.24,0.045,0.5,3.15,9.5,1
white,6.9,0.47,8.4,36.0,156.0,0.99604,0.25,0.042,0.55,3.15,9.4,1
white,6.0,0.33,2.5,31.0,85.0,0.99014,0.24,0.026,0.5,3.13,11.3,1
white,6.8,0.34,3.5,26.0,189.0,0.99489,0.29,0.054,0.58,3.42,10.4,0
white,6.3,0.42,17.2,57.0,170.0,0.99884,0.33,0.037,0.57,3.26,9.4,1
white,6.5,0.45,2.1,43.0,104.0,0.99054,0.23,0.027,0.52,3.02,11.3,1
white,6.3,0.29,12.2,59.0,196.0,0.99782,0.27,0.044,0.4,3.14,8.8,1
white,6.3,0.37,11.8,58.0,130.0,0.99519,0.2,0.045,0.35,3.2,10.8,0
white,6.2,0.41,16.8,58.0,173.0,0.99882,0.33,0.037,0.57,3.25,9.4,1
white,6.3,0.42,17.2,57.0,170.0,0.99884,0.33,0.037,0.57,3.26,9.4,1
white,6.0,0.3,14.7,15.0,144.0,0.99666,0.27,0.044,0.53,3.12,10.3,1
white,5.7,0.26,5.5,21.0,99.0,0.99324,0.12,0.034,0.57,3.09,9.9,1
white,6.9,0.37,6.1,38.0,112.0,0.99086,0.24,0.027,0.34,3.19,12.4,1
white,7.7,0.53,1.2,42.0,167.0,0.9908,0.18,0.041,0.44,3.11,11.9,0
white,7.1,0.43,1.3,33.0,132.0,0.99067,0.17,0.023,0.56,3.11,11.7,1
white,7.5,0.38,8.7,49.0,199.0,0.99711,0.33,0.126,0.57,2.98,9.4,0
white,7.5,0.38,8.7,49.0,199.0,0.99711,0.33,0.126,0.57,2.98,9.4,0
white,5.6,0.66,10.2,78.0,175.0,0.9945,0.2,0.043,0.43,2.98,10.4,1
white,7.6,0.36,4.5,26.0,102.0,0.99427,0.17,0.042,0.47,3.09,9.5,0
white,5.8,0.31,5.9,7.0,73.0,0.99152,0.15,0.036,0.43,3.2,11.9,1
white,6.3,0.44,1.7,36.0,116.0,0.98935,0.25,0.024,0.4,3.18,12.5,1
white,6.9,0.41,1.4,6.0,55.0,0.98876,0.28,0.016,0.4,3.16,13.4,0
white,7.2,0.37,5.4,27.0,114.0,0.99174,0.27,0.026,0.84,3.13,12.7,0
white,6.2,0.38,7.9,54.0,208.0,0.99572,0.25,0.045,0.46,3.17,9.1,0
white,8.5,0.48,1.1,23.0,58.0,0.99184,0.19,0.026,0.5,2.9,10.5,1
white,6.2,0.54,7.0,58.0,176.0,0.99454,0.25,0.046,0.7,3.19,10.4,0
white,6.2,0.54,7.0,58.0,176.0,0.99454,0.25,0.046,0.7,3.19,10.4,0
white,6.8,0.43,7.6,30.0,110.0,0.99164,0.28,0.03,0.59,3.08,12.5,2
white,6.2,0.54,7.0,58.0,176.0,0.99454,0.25,0.046,0.7,3.19,10.4,0
white,7.0,0.38,15.3,54.0,120.0,0.9975,0.15,0.045,0.42,3.18,9.8,1
white,7.3,0.42,1.2,29.0,142.0,0.99205,0.28,0.033,0.43,3.17,10.7,0
white,6.1,0.38,2.3,28.0,111.0,0.98962,0.18,0.033,0.49,3.16,12.4,1
white,7.0,0.43,6.1,6.0,76.0,0.99118,0.53,0.029,0.5,3.08,12.5,2
white,6.8,0.43,7.6,30.0,110.0,0.99164,0.28,0.03,0.59,3.08,12.5,2
white,6.5,0.38,10.2,20.0,82.0,0.99274,0.36,0.028,0.43,3.1,12.1,1
white,7.5,0.47,4.1,95.0,163.0,0.99184,0.25,0.041,0.59,2.92,11.3,1
white,6.7,0.41,2.9,48.0,122.0,0.99052,0.24,0.039,0.43,3.25,12.0,0
white,6.6,0.33,8.5,29.0,141.0,0.99546,0.25,0.042,0.6,3.28,10.4,0
white,6.4,0.4,1.5,23.0,87.0,0.98972,0.15,0.042,0.46,3.11,12.2,1
white,6.3,0.3,3.1,24.0,115.0,0.9942,0.28,0.039,0.43,3.05,8.6,0
white,6.2,0.38,7.9,54.0,208.0,0.99572,0.25,0.045,0.46,3.17,9.1,0
white,7.1,0.35,3.5,35.0,91.0,0.99022,0.28,0.028,0.33,2.96,12.1,0
white,6.6,0.34,4.9,9.0,125.0,0.99253,0.35,0.032,0.81,3.32,12.0,0
white,8.5,0.48,1.1,23.0,58.0,0.99184,0.19,0.026,0.5,2.9,10.5,1
white,6.2,0.54,7.0,58.0,176.0,0.99454,0.25,0.046,0.7,3.19,10.4,0
white,6.0,0.51,1.2,10.0,102.0,0.9903,0.35,0.029,0.42,3.46,11.9,1
white,5.8,0.32,4.5,28.0,94.0,0.98906,0.31,0.024,0.52,3.25,13.7,1
white,6.6,0.35,2.6,33.0,78.0,0.99146,0.17,0.03,0.72,3.22,11.3,1
white,8.5,0.4,9.9,24.0,88.0,0.9951,0.23,0.036,0.42,3.02,10.5,1
white,5.8,0.32,4.5,28.0,94.0,0.98906,0.31,0.024,0.52,3.25,13.7,1
white,6.1,0.34,9.5,38.0,201.0,0.995,0.2,0.041,0.44,3.14,10.1,0
white,6.3,0.37,1.5,12.0,76.0,0.98876,0.37,0.024,0.39,2.94,12.3,1
white,6.2,0.38,3.2,20.0,89.0,0.98956,0.36,0.031,0.33,3.06,12.0,1
white,6.6,0.35,2.6,33.0,78.0,0.99146,0.17,0.03,0.72,3.22,11.3,1
white,6.3,0.47,11.2,61.0,183.0,0.99592,0.28,0.04,0.51,3.12,9.5,1
white,7.6,0.52,3.2,28.0,152.0,0.99129,0.27,0.043,0.53,3.02,11.4,1
white,7.0,0.45,2.3,40.0,118.0,0.99064,0.25,0.045,0.48,3.16,11.9,1
white,9.7,0.49,4.9,3.0,18.0,0.99368,0.24,0.032,0.54,2.85,10.0,1
white,9.7,0.49,4.9,3.0,18.0,0.99368,0.24,0.032,0.54,2.85,10.0,1
white,6.8,0.39,1.4,19.0,102.0,0.99121,0.13,0.034,0.6,3.23,11.3,1
white,6.6,0.5,1.5,30.0,133.0,0.99104,0.78,0.045,0.48,3.25,11.7,0
white,5.1,0.27,6.7,44.0,129.0,0.99221,0.33,0.022,0.39,3.36,11.0,1
white,6.7,0.4,2.1,34.0,111.0,0.98924,0.34,0.033,0.48,2.97,12.2,1
white,6.7,0.51,4.3,57.0,124.0,0.99176,0.14,0.028,0.54,2.91,10.7,1
white,7.0,0.34,10.9,25.0,84.0,0.99432,0.26,0.038,0.34,3.11,10.9,1
white,6.5,0.26,7.0,18.0,113.0,0.99366,0.29,0.04,0.38,3.17,10.2,1
white,7.0,0.45,2.3,40.0,118.0,0.99064,0.25,0.045,0.48,3.16,11.9,1
white,7.6,0.49,2.5,20.0,130.0,0.99178,0.21,0.047,0.48,3.15,11.1,0
white,7.7,0.51,2.6,26.0,159.0,0.99126,0.26,0.045,0.5,3.0,11.2,1
white,7.6,0.52,3.2,28.0,152.0,0.99129,0.27,0.043,0.53,3.02,11.4,1
