fixed acidity,citric acid,residual sugar,free sulfur dioxide,total sulfur dioxide,density,volatile acidity,chlorides,sulphates,pH,alcohol,quality_label,type
7.4724711632763805,0.3837852150494977,8.679353372457285,48.96558895409547,198.93117790819096,0.9970573510997661,0.3275912267866833,0.12345358260306519,0.5669030058685928,2.9872263196399502,9.403441104590453,0,white
8.506793721203266,0.2951132286867211,6.27056054145251,35.46603139398366,120.97735426265578,0.9931432421543652,0.27307511232574105,0.03142073991929522,0.40647197292737447,3.0475089688921355,11.59094170506231,0,white
7.814209671300258,0.3301184139275022,8.78966866571322,33.01184139275021,180.95263442899915,0.9962101835977651,0.29,0.034940793036248925,0.4601184139275022,3.110236827855004,10.698815860724977,0,white
6.860848019153316,0.4853992316029714,11.333356301664725,22.39151980846684,111.39151980846684,0.9966527065063009,0.359787995211671,0.04074063865926788,0.3213215846773472,3.131533589465676,9.641272028729974,0,white
5.707374410887825,0.24684360272195618,1.9979336707708608,27.68436027219562,155.53687205443913,0.9921224795950749,0.2429497643551299,0.05168436027219562,0.42463127945560875,3.627256868567784,11.288492930653897,0,white
6.435489647322275,0.18025875767867305,1.9541600455308028,26.32902070535545,112.32902070535545,0.9933863216564285,0.353160828214218,0.05530314493748814,0.4809056518753557,3.2377448236611377,9.132902070535545,0,white
7.538574401565672,0.35967355433044773,1.2,15.483677716522388,73.96735543304477,0.9929293801102597,0.15934710866089552,0.03793471086608955,0.5060826519653732,3.3245702393737315,10.33530994487015,0,white
7.191679432083367,0.358890590944449,1.553466903298597,40.97226477361122,132.0,0.9930921107789792,0.24986132386805612,0.032437595740625255,0.5536825767465332,3.261109409055551,10.709707329236071,0,white
7.771017996581125,0.3733877249572641,1.3644910017094376,16.98368251282078,75.0,0.9935322455008547,0.2479176740170734,0.052547005094019064,0.7275523769231174,3.367226027179533,10.19184125641039,0,white
6.5,0.25,1.7,39.0,177.0,0.99212,0.51,0.048,0.57,3.28,10.59383018385048,0,white
8.06672610247284,0.2033342477303514,15.366780966293923,42.99972568089458,197.0,0.9982166369487636,0.2500013715955271,0.06666767250338654,0.509998628404473,3.053328761348243,9.533369909214056,0,white
6.440289907352914,0.407768074117669,3.368333032720746,76.20869722058741,179.6905780110303,0.993978405509559,0.2879855046323543,0.18388403705883452,0.41,3.0361159629411656,9.190652291544055,0,white
6.569628865252066,0.2709059476270184,1.987920698306421,27.0,131.48490087288303,0.9928344951620323,0.24969801745766051,0.04703019825423395,0.5857722444072474,3.43426233169555,10.887920698306422,0,white
6.528065219392133,0.27136976359161313,1.2014367583476002,37.352490111301336,105.014367583476,0.9918208911139769,0.3149616594606135,0.05087069174871599,0.37647509888698666,3.08129308251284,10.281992089041069,0,white
6.7,0.39,12.1,61.0,248.0,0.99794,0.42,0.04,0.58,3.31,9.7,0,white
6.298495857275563,0.32180497126932417,15.356768642259967,38.01504142724437,164.5376035681109,0.9981680446144582,0.29432313577400343,0.058477437859133445,0.48045124281733104,3.135075207136222,9.101504142724437,0,white
6.7,0.3422549024620278,8.898389355384266,31.064425784629364,171.9194677692133,0.9963980672264611,0.4680672264611191,0.04320938380004543,0.5979061619995456,3.2171008396916787,9.203221289231468,0,white
6.217307421652012,0.2996155470087929,1.839102473884004,16.128197910720317,198.43590104463985,0.9947580763276345,0.30044876305799806,0.06429484112056134,0.518204947768008,3.49,10.10897526115996,0,white
6.549035780512052,0.3356412639544843,9.883654739829316,30.16345260170684,133.05448420056894,0.9954370492563869,0.2849035780512052,0.03865381040682736,0.44108968401137894,3.111089684011379,9.83269052034137,0,white
6.689698083765558,0.32072827538900206,12.686321858791581,31.0,145.20603832468885,0.9982917584670125,0.24927172461099792,0.04589698083765558,0.4123622994813306,3.331154634543562,9.469094251296674,0,white
6.2036830725238215,0.24055246087857324,1.1327194879126965,5.654389758253929,109.34561024174607,0.9935662612232905,0.3809207681309553,0.05530877951650786,0.5396316927476179,3.2367280512087304,9.247237695607135,0,white
7.574622558786424,0.41121854656553536,1.2289360081472591,20.58375271245953,74.41624728754047,0.9914274586776513,0.2374622558786424,0.0505280368450653,0.4116247287540471,3.151725379744334,11.395434923163448,0,white
7.940303845340825,0.4011408979508107,1.3266160257765292,6.467679484469417,48.467679484469414,0.9917173369194996,0.20532320515530583,0.04451712824848932,0.4904557680112378,3.0751712824848934,10.885552567083641,0,white
6.303671583087962,0.19036715830879625,7.755445427730157,28.0,194.40759095378309,0.9976366955752208,0.38,0.08685437561451724,0.6951897738445768,3.4929744346114417,9.2,0,white
7.798432471854152,0.2904702584437543,3.6742966862606394,7.746081179635381,143.63479705091154,0.9947205335817474,0.20523512922187714,0.04153918820364619,0.7019121769453072,3.036034464879946,9.711128412872384,0,white
6.264318176015798,0.3292045599605055,6.721590880078989,10.070454719526067,116.28636352031596,0.9949493183036682,0.4042727295936809,0.060436362243791474,0.42850001276524485,3.1928181887810427,9.771818112189573,0,white
6.513056472517881,0.3616024325946572,10.420177238178375,33.1305647251788,166.37685490839294,0.9966040354476358,0.2814540399232226,0.05288427454196466,0.45753709816785865,3.208249174733908,9.462314509160707,0,white
6.45082407086874,0.33082407086874005,9.67692601567528,67.0164814173748,171.541203543437,0.996090387113324,0.310329628347496,0.055376389369689,0.5344231503918819,3.0170601771718504,9.30494442521244,0,white
6.883102601983151,0.3233794796033697,13.195775650495786,53.25346097025273,236.21121747521062,0.9973253460970253,0.535141998070156,0.049493078059494544,0.5029570446529485,3.201267304851264,9.574653902974728,0,white
6.006770724856855,0.22152341309279222,12.169465833963457,42.004231703035536,163.0,0.9957177731527492,0.2801692681214214,0.04800846340607107,0.4603385362428427,3.1997884148482236,10.096191467268019,0,white
7.094292544818693,0.23175556554126842,1.2281637532013352,6.640818766006676,49.71836246798665,0.9918237591515711,0.2826116838184646,0.03348573136204673,0.6402046915016689,3.1767742416765286,10.623263110593992,0,white
6.535421656678363,0.4682505988014036,12.400433632706434,48.0,194.52915668664326,0.9970825059880141,0.268833732534269,0.04665011976028071,0.48704096806502917,3.1376241017978947,9.452915668664328,0,white
7.409514156269303,0.4511416987523163,16.011204473409514,53.509514156269304,170.26427123440396,0.9988471457531192,0.32415435164144535,0.04724524292186535,0.4928329954694256,3.1537631596849907,9.173572876559604,0,white
6.561989199259703,0.30454702979641823,1.5107459497223885,48.19005400370148,154.0,0.9934416518901296,0.20380108007402972,0.05648756750462686,0.4678508100555223,3.0978508100555224,8.98099459962985,0,white
7.599184288222819,0.6120163142355436,11.798368576445638,64.40326284710872,178.79836857644563,0.9980790211458673,0.2941957708265234,0.04620163142355436,0.4680652569421745,3.0881468281198923,8.859673715289128,0,white
8.621569830625555,0.3312745012098175,9.521569830625554,45.7450997580365,171.490199516073,0.996557941460076,0.3450980048392699,0.03803920193570795,0.4152940145178097,3.0838235036294526,10.072549879018252,0,white
6.766379229102468,0.3920043272703192,8.230387883643106,48.056034618162556,206.0,0.995977586152735,0.2941594807275617,0.052224138472650214,0.4444827694530043,3.217758615273498,9.258405192724384,0,white
6.403848801251929,0.21038488012519288,2.0972508562486225,46.0,170.98900342499448,0.9931967010274984,0.34945017124972444,0.051005498287502754,0.499505154124752,3.159395188374697,9.505498287502755,0,white
6.645239654498085,0.13619172359846826,0.9580958617992341,32.87143792698851,99.29047930899617,0.9925272409642765,0.4073801727509573,0.04851910687092724,0.44966644837026803,3.110952069100383,9.625712414602297,0,white
6.6,0.47,15.6,27.0,173.0,0.99872,0.32,0.063,0.56,3.18,9.0,0,white
6.810463368731256,0.2150916521036847,1.346817717435197,10.46817717435197,64.0,0.992731822825648,0.2740669512032722,0.03414994891787168,0.4508630326657562,3.321909369538882,10.287270869740787,0,white
6.9,0.37,9.1,16.0,76.0,0.9948,0.28,0.037,0.54,3.05,11.1,0,white
7.1,0.61,11.8,54.0,155.0,0.9974,0.43,0.045,0.45,3.11,8.7,0,white
7.370019624629922,0.2030001032875259,6.299989671247409,25.90003098625777,65.60002065750518,0.9932520004131501,0.603995661923912,0.049499845068711135,0.3520024789006218,3.0719983473995853,11.069998967124741,0,white
6.531781173098909,0.42060973390329986,8.057945293274727,48.0,197.0,0.9954832741745319,0.2663082060087909,0.050317811730989086,0.4547671759648363,3.1942054706725274,9.478972646637363,0,white
6.5319484249495146,0.24481375334679628,2.9398280831650467,23.780085958417477,84.43982808316505,0.9921858022956398,0.26157593164310655,0.03595845274848542,0.5060171916834953,3.2110386812878646,10.950214896043692,0,white
6.6407345039023475,0.3479632748048826,14.224039771462916,42.0,162.79632748048826,0.9986028385869521,0.25203672519511744,0.06716694732439434,0.48018362597558706,3.494824793756243,9.94257076365822,0,white
7.174633793890503,0.2983804930916425,15.797852795031732,56.2253662061095,133.06341551527373,0.99721576562809,0.22,0.03535219723665699,0.36838049309164245,3.1131707757636873,11.048585207250726,0,white
6.571225587187178,0.44316161921923247,8.891474661861494,76.42451174374357,157.3703368328334,0.9957744228683082,0.16068383807807676,0.04606838380780767,0.38931616192192325,3.023419190390384,9.442451174374357,0,white
6.35621015012365,0.20731469231881516,1.2483063226935498,37.977417635914,105.4830632269355,0.9911975259081758,0.3680804990526899,0.04665243095758051,0.37022582364086,3.1234756904241947,10.781934108731198,0,white
7.598395382636981,0.3400320923472604,1.5993581530547927,24.0,128.99679076527397,0.9930470154117048,0.22971116887465665,0.042987163061095846,0.6999358153054792,3.1195186147910947,10.4,0,white
6.5,0.25,17.1,44.0,138.0,1.0001,0.22,0.05,0.37,3.3,8.8,0,white
7.859985374186594,0.3135003656453352,4.851682511297857,3.23335770968901,127.23335770968902,0.992261375260665,0.36416605725777473,0.03940014625813406,0.6826627664497584,2.9338368679049065,11.749963435466483,0,white
7.0861510115721424,0.38199966500398036,1.4676912769353243,12.492315422985069,145.0,0.9924886100762169,0.3129234892258703,0.03690761757781101,0.5132308723064676,3.0970765107741296,9.833845638467663,0,white
6.534884348981523,0.28755850066437544,8.2,51.33721087245381,182.3372108724538,0.9955616285664306,0.26,0.04865115651018478,0.49011632617361417,3.219883673826386,9.46627891275462,0,white
5.7070279385119855,0.13761975297045614,1.1290734241794276,6.145367120897138,50.709265758205724,0.9910013094206892,0.39656556219365835,0.030017569846279964,0.5163417802242845,3.4344090971334884,11.069169591192576,0,white
7.888336399106418,0.3909061303376541,1.2378252871896303,14.396375478649384,57.585501914597536,0.9923171003829195,0.3063986973485678,0.03996375478649383,0.35378252871896304,3.051166360089358,10.222537164945432,0,white
7.2,0.62,11.0,66.0,178.0,0.9976,0.39,0.047,0.5,3.16,8.7,0,white
6.4,0.57,1.0,15.0,120.0,0.9924,0.29,0.06,0.41,3.06,9.5,0,white
6.460080524826004,0.216379063545239,7.967098121948757,46.720161049652006,239.440322099304,0.9972679033702088,0.34,0.07388467043990822,0.48,3.347241872909522,9.032096629791203,0,white
7.020591472704795,0.4277966536187565,1.507356718155595,31.132347545492006,99.86765245450799,0.9939432457617455,0.3238225581885613,0.044735304909015984,0.5741182945409591,3.365589638172078,10.147060981803197,0,white
7.2,0.38223440689889054,1.9553118620221892,22.55311862022189,156.67032206966715,0.9920043864836006,0.25095271031442296,0.04998903379099851,0.5088279655055473,3.2171418690567313,10.85421524112204,0,white
6.159158478156667,0.3826680457841404,1.424166235692456,29.55002585845263,168.75833764307544,0.9933208311784623,0.5107490949541579,0.048216520135435086,0.47966649427698244,3.110667011446035,8.920831178462281,0,white
6.4,0.01,6.1,20.0,70.0,0.99362,0.41,0.048,0.42,3.19,10.0,0,white
6.314082966213716,0.34197234459542797,8.128165932427432,54.0,208.76055310809144,0.995902532745942,0.2614082966213716,0.04576055310809144,0.49042212432365767,3.139577875676342,9.023944689190856,0,white
8.2,0.49,13.6,58.0,166.0,0.99855,0.38,0.042,0.54,3.1,9.4,0,white
8.011011010742866,0.3727752752685716,15.125112612914277,30.916291290285745,125.27752752685716,0.9989717967956572,0.2452865365599993,0.05255505505371433,0.5144494494628568,3.162202202148573,9.952865365599992,0,white
9.128586296941904,0.3961954323139685,1.3,13.52390864627937,186.47609135372062,0.9949952182707441,0.3247609135372063,0.04480977161569842,0.48238045676860314,3.1014241109174283,9.576195432313968,0,white
6.501708857816532,0.39965822843669346,13.100427214454132,58.97436713275201,240.97863927729335,0.9978974367132752,0.42549129662225316,0.03805126573449598,0.5697009498821067,3.22987183566376,9.002563286724799,0,white
6.9,0.3180298774601737,2.2768492511455056,6.0,121.2167496596116,0.9929024626531748,0.2369950204233044,0.0495320054462145,0.6761575374427247,3.1628076055204057,11.183250340388406,0,white
6.2,0.12,4.8,6.0,97.0,0.99424,0.32,0.054,0.5,3.16,9.3,0,white
7.322146896850661,0.24179886888181495,11.692214689685066,44.07785310314934,150.23355930944803,0.9958905514064721,0.31143615865357266,0.035544971722045376,0.44844293793701323,3.103892655157467,10.275435034961058,0,white
7.2310013882376545,0.25985008924384917,4.802498512602513,24.665000991598326,142.66999801680336,0.9940172496529406,0.2967499504200838,0.04731501090758157,0.47039976201640216,3.156650009915983,10.099500297479498,0,white
6.475976567588565,0.18583789108297083,8.518437491858297,50.351953135177126,211.12011716205717,0.9976498906140087,0.3571230462134866,0.07436874983716593,0.6089667953993163,3.4084082013440025,9.364804686482287,0,white
7.3,0.26,7.2,52.0,207.0,0.99587,0.25,0.048,0.37,3.12,9.2,0,white
7.390633120023689,0.3081266240047378,6.797701586798929,30.984388533372815,130.98438853337282,0.9951656547734201,0.1623417199940778,0.059421509598934,0.34156114666271853,3.2828187253514947,9.698438853337281,0,white
7.209415648631473,0.22339691317631977,1.4339691317631975,39.88676956078934,177.0,0.9927850771705921,0.3503814790579186,0.04179261307447461,0.4901907395289593,3.155852261489492,9.975486959851208,0,white
6.4118337833254,0.22236675666507982,14.667457095855152,50.9704155416865,182.9112466250595,0.9982786980572892,0.4528997300047606,0.04723667566650798,0.5937872637541655,3.391479222915675,10.479290879180551,0,white
5.872910976743775,0.31282359534964016,1.4593664651156615,17.0,140.4582195348755,0.9918855598093052,0.3111960674417267,0.05997979255818483,0.3681267069768677,3.234582195348755,10.523921348834532,0,white
7.227204663605259,0.21040084792822894,1.6016033917129158,12.008016958564578,132.50400847928228,0.9929568144147799,0.35843934285562257,0.03902405087569374,0.357680381567703,3.0452004239641144,9.822394488466513,0,white
7.145807772587142,0.34312883411192857,3.6488752609082136,34.77096113706428,90.54192227412857,0.9906528834509485,0.2731288341119286,0.03051942749229285,0.3403067488321071,2.9806134976642142,11.848057250770715,0,white
6.244231943907634,0.3401912504831291,1.5442319439076344,48.55768056092366,185.55768056092364,0.9932048118036767,0.2567304168277097,0.051163479158614515,0.4860579859769086,3.2044231943907633,9.427884028046183,0,white
6.257381589755279,0.3050167112828695,0.7357381589755279,5.119127196585093,27.52349121365963,0.990177599790609,0.1652349121365963,0.027119127196585092,0.32,3.1037920167512794,10.516610962390434,0,white
7.1,0.27,8.6,26.0,111.0,0.9956,0.21,0.056,0.52,2.95,9.5,0,white
6.682308998045596,0.25234634970683945,9.787988114006478,50.647113752443005,182.352886247557,0.9965774668919869,0.24941341257329014,0.04964711375244301,0.45176910019544037,3.293519524560259,9.6058658742671,0,white
6.784817263748352,0.23151827362516472,1.4949390879161175,24.700406080559215,139.29959391944078,0.9942744142021704,0.34949390879161174,0.19080350377596975,0.6335020304027961,3.341134006584541,9.694939087916119,0,white
